FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,CIFSN,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,COUSUB,COUSUBCC,COUSUBNS,SUBMCD,SUBMCDCC,SUBMCDNS,ESTATE,ESTATECC,ESTATENS,CONCIT,CONCITCC,CONCITNS,PLACE,PLACECC,PLACENS,TRACT,BLKGRP,BLOCK,AIANHH,AIHHTLI,AIANHHFP,AIANHHCC,AIANHHNS,AITS,AITSFP,AITSCC,AITSNS,TTRACT,TBLKGRP,ANRC,ANRCCC,ANRCNS,CBSA,MEMI,CSA,METDIV,NECTA,NMEMI,CNECTA,NECTADIV,CBSAPCI,NECTAPCI,UA,UATYPE,UR,CD116,CD118,CD119,CD120,CD121,SLDU18,SLDU22,SLDU24,SLDU26,SLDU28,SLDL18,SLDL22,SLDL24,SLDL26,SLDL28,VTD,VTDI,ZCTA,SDELM,SDSEC,SDUNI,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,GCUNI,POP100,HU100,INTPTLAT,INTPTLON,LSADC,PARTFLAG,UGA,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073
PLST,NY,50,0,0,0,3,2,0500000US36001,36001,1,2,36,1779796,1,H1,974099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10580,1,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354273421,26971925,Albany,Albany County,A,,314848,146131,42.5882401,-73.9740095,6,,,314848,293076,215496,43206,845,24473,183,8873,21772,20193,4611,2945,2493,70,7332,561,193,37,1633,25,3,97,54,94,45,1410,525,126,16,355,26,4,172,54,42,5,9,0,37,0,13,9,8,7,2,0,143,27,16,84,0,2,6,2,1,0,0,0,1,0,0,4,24,20,4,0,0,0,0,2,2,314848,21595,293253,278406,210895,40667,494,24363,166,1821,14847,13967,4100,2792,2427,65,3008,503,181,37,689,22,2,4,49,75,13,807,424,110,14,105,26,4,14,47,18,0,6,0,12,0,11,4,5,7,0,0,60,27,14,14,0,1,0,2,1,0,0,0,1,0,0,0,13,9,4,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,3,0500000US36003,36003,1,2,36,1779796,3,H1,974100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666225086,12989848,Allegany,Allegany County,A,,46456,23454,42.2478532,-78.0261531,6,,,46456,44541,42555,829,91,379,9,678,1915,1824,220,693,138,17,661,12,8,0,30,8,0,0,32,1,4,82,20,7,0,4,5,1,18,10,7,0,1,0,5,0,2,0,0,0,0,2,6,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46456,965,45491,43824,42327,809,91,373,6,218,1667,1606,218,680,131,17,485,9,8,0,15,8,0,0,32,1,2,55,20,6,0,3,5,1,4,9,3,0,0,0,0,0,2,0,0,0,0,2,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,4,0500000US36005,36005,1,2,36,1779796,5,H6,974101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109224611,39362153,Bronx,Bronx County,C,,1472654,547030,40.8487111,-73.852939,6,,,1472654,1280481,207573,487118,21539,69559,1640,493052,192173,175249,12298,1667,3877,110,77946,4766,1798,478,59626,496,103,6351,382,3084,2267,13624,2698,417,36,6508,68,15,1409,66,401,75,122,23,1092,58,304,123,8,94,33,74,3030,211,26,2441,4,195,10,2,27,5,30,3,30,1,36,9,247,63,161,16,4,3,0,23,23,1472654,806463,666191,637821,130796,419393,3087,67766,457,16322,28370,25908,6796,560,3525,43,1658,3234,1502,391,5343,420,23,301,346,1570,196,2120,1021,275,28,240,28,10,8,49,62,3,88,14,60,36,117,17,7,35,3,19,285,104,15,81,4,34,0,2,3,3,13,2,6,1,13,4,53,24,29,0,0,0,0,4,4
PLST,NY,50,0,0,0,3,5,0500000US36007,36007,1,2,36,1779796,7,H1,974102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13780,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827594819,25109986,Broome,Broome County,A,,198683,92569,42.1619773,-75.8302833,6,,,198683,185345,158674,12684,556,9372,84,3975,13338,12412,3053,2685,1162,70,4411,266,89,50,513,7,0,23,27,42,14,813,330,61,15,167,42,8,71,33,13,7,7,5,20,5,16,1,0,9,3,0,103,19,3,60,0,17,0,0,0,0,2,0,0,1,1,0,10,4,0,6,0,0,0,0,0,198683,10285,188398,178398,156173,11547,413,9337,64,864,10000,9473,2769,2526,1132,66,2359,226,83,36,207,7,0,5,25,31,1,493,255,53,15,48,37,1,13,28,10,4,6,0,4,5,10,1,0,0,3,0,30,17,3,3,0,6,0,0,0,0,0,0,0,1,0,0,4,3,0,1,0,0,0,0,0
PLST,NY,50,0,0,0,3,6,0500000US36009,36009,1,2,36,1779796,9,H1,974103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36460,2,160,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3388125876,36783591,Cattaraugus,Cattaraugus County,A,,77042,40152,42.2390986,-78.662332,6,,,77042,73029,68128,1043,2706,567,14,571,4013,3789,689,1547,189,12,1233,36,4,1,39,8,3,10,10,0,8,172,70,2,0,20,8,2,17,20,12,1,1,0,9,0,0,4,0,4,2,0,35,6,3,10,0,0,0,1,12,1,0,1,0,0,0,1,14,8,0,0,0,0,6,3,3,77042,1615,75427,71992,67554,996,2661,560,9,212,3435,3312,669,1509,172,12,870,32,4,1,17,8,3,2,10,0,3,109,61,2,0,7,5,0,9,16,6,0,1,0,0,0,0,2,0,0,0,0,13,6,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
PLST,NY,50,0,0,0,3,7,0500000US36011,36011,1,2,36,1779796,11,H1,974104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12180,2,532,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791190744,445707952,Cayuga,Cayuga County,A,,76248,36660,43.0085456,-76.5745866,6,,,76248,71709,67017,2910,310,385,54,1033,4539,4317,1133,1128,197,41,1633,41,20,1,84,2,4,15,10,5,3,194,77,20,0,31,1,1,34,6,5,1,1,1,2,0,6,0,0,0,0,8,26,17,0,6,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,76248,2636,73612,69950,66313,2727,224,379,54,253,3662,3522,1073,1092,190,35,1003,41,18,1,54,2,4,0,9,0,0,136,73,13,0,22,0,1,9,6,4,0,0,1,0,0,3,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
PLST,NY,50,0,0,0,3,8,0500000US36013,36013,1,2,36,1779796,13,H1,974105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27460,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2746454150,1139025723,Chautauqua,Chautauqua County,A,,127657,66247,42.3042159,-79.4075949,6,,,127657,118513,109333,3354,673,818,57,4278,9144,8677,1539,1871,341,16,4535,52,15,4,217,3,0,33,12,16,23,412,157,0,6,179,5,2,36,6,0,2,2,1,6,0,0,0,7,0,2,1,49,2,7,23,12,1,0,0,3,0,0,0,0,0,1,0,4,1,0,0,0,2,1,2,2,127657,11769,115888,110659,106063,2891,497,796,49,363,5229,5034,1357,1782,331,16,1421,47,12,4,35,3,0,0,10,15,1,172,127,0,6,23,5,1,1,0,0,0,0,0,0,0,0,0,7,0,1,1,20,2,7,0,10,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
PLST,NY,50,0,0,0,3,9,0500000US36015,36015,1,2,36,1779796,15,H1,974106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21300,1,236,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054988422,8875327,Chemung,Chemung County,A,,84148,38985,42.1486972,-76.7524712,6,,,84148,78412,70463,5315,240,1432,15,947,5736,5404,1892,1284,353,33,1649,51,9,2,111,1,3,10,1,2,3,306,140,14,3,54,18,0,56,3,5,1,2,0,0,4,0,3,0,0,0,3,22,8,0,12,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,84148,2938,81210,76435,69559,5009,198,1426,15,228,4775,4588,1786,1244,345,33,1076,37,9,0,50,0,3,2,1,0,2,181,115,14,3,26,12,0,4,0,1,1,1,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0
PLST,NY,50,0,0,0,3,10,0500000US36017,36017,1,2,36,1779796,17,H1,974107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314393901,13046917,Chenango,Chenango County,A,,47220,24210,42.4780238,-75.6022407,6,,,47220,44627,43531,357,126,245,15,353,2593,2479,311,858,110,8,1140,6,0,6,17,2,0,1,4,13,3,84,36,9,0,13,2,3,10,7,0,0,2,0,1,0,1,0,0,0,0,0,25,4,0,10,1,0,0,3,0,0,3,0,2,2,0,0,5,3,2,0,0,0,0,0,0,47220,1117,46103,43951,43153,345,93,236,15,109,2152,2079,290,843,109,8,799,2,0,6,3,2,0,0,4,13,0,59,30,8,0,13,2,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,14,4,0,2,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,11,0500000US36019,36019,1,2,36,1779796,19,H1,974108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38460,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2687763026,206582007,Clinton,Clinton County,A,,79843,37315,44.752712,-73.7056429,6,,,79843,75498,70142,3060,285,975,26,1010,4345,4142,651,1624,282,30,1381,17,13,1,67,8,3,20,15,25,5,172,56,26,5,30,7,7,20,7,4,0,1,0,0,3,2,1,0,3,0,0,24,3,2,6,0,5,0,7,1,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,79843,2856,76987,73493,69251,2753,238,957,24,270,3494,3380,588,1592,282,27,808,17,11,0,13,8,2,0,12,20,0,104,44,24,4,1,7,7,0,7,4,0,1,0,0,3,2,0,0,0,0,0,9,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,12,0500000US36021,36021,1,2,36,1779796,21,H1,974109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26460,2,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643770717,35071400,Columbia,Columbia County,A,,61570,33226,42.2476964,-73.6267175,6,,,61570,57314,51533,2557,188,1431,21,1584,4256,4007,724,933,297,10,1830,26,3,12,105,9,3,14,23,11,7,215,72,6,1,51,19,0,22,14,4,0,0,0,0,4,2,17,1,1,1,0,24,5,0,10,3,3,0,1,0,0,0,0,2,0,0,0,10,7,3,0,0,0,0,0,0,61570,3542,58028,55073,50795,2421,70,1423,16,348,2955,2833,694,883,285,8,813,25,3,8,77,9,0,1,22,3,2,113,55,6,1,17,14,0,2,12,1,0,0,0,0,0,0,3,1,1,0,0,9,3,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,13,0500000US36023,36023,1,2,36,1779796,23,H1,974110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18660,2,296,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291817953,7110638,Cortland,Cortland County,A,,46809,20814,42.594039,-76.0762398,6,,,46809,44137,41250,895,124,1028,15,825,2672,2566,458,850,159,12,1017,23,3,0,28,2,0,5,6,0,3,85,29,6,3,14,4,0,12,10,2,1,1,0,1,0,2,0,0,0,0,0,13,2,0,3,4,0,0,0,0,0,1,0,0,0,3,0,8,7,1,0,0,0,0,0,0,46809,1658,45151,42971,40801,829,113,1018,6,204,2180,2116,431,837,155,12,642,18,3,0,9,2,0,1,6,0,0,60,23,6,3,6,2,0,8,10,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,14,0500000US36025,36025,1,2,36,1779796,25,H1,974111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736306657,64163829,Delaware,Delaware County,A,,44308,29953,42.1939865,-74.9667281,6,,,44308,41833,39466,1072,145,489,10,651,2475,2333,260,649,172,2,1158,13,13,1,27,1,5,10,1,12,9,119,31,11,3,35,2,0,20,9,1,1,0,0,2,0,2,1,1,0,0,0,18,0,5,6,1,0,0,0,3,0,0,0,2,0,1,0,5,5,0,0,0,0,0,0,0,44308,1985,42323,40558,38821,1003,93,480,7,154,1765,1692,235,639,169,2,608,6,11,1,12,1,0,4,1,3,0,60,25,11,3,8,2,0,0,7,1,0,0,0,0,0,2,0,1,0,0,0,8,0,0,5,1,0,0,0,0,0,0,0,1,0,1,0,5,5,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,15,0500000US36027,36027,1,2,36,1779796,27,H1,974112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39100,1,408,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060721458,76913171,Dutchess,Dutchess County,A,,295911,122009,41.7547699,-73.7400411,6,,,295911,270087,207251,32289,1312,10781,74,18380,25824,24119,3892,2657,1913,96,13201,456,224,33,1172,11,3,237,64,131,29,1421,464,84,14,408,26,0,214,24,71,17,29,1,28,8,0,14,6,7,3,3,253,42,7,172,1,16,1,0,6,0,2,0,0,2,4,0,26,6,13,3,2,0,2,5,5,295911,42224,253687,241666,198495,30126,387,10635,67,1956,12021,11343,3323,2372,1806,89,2654,386,207,33,307,11,3,12,60,64,16,611,334,67,12,76,24,0,6,18,21,4,22,1,7,8,0,2,0,7,0,2,58,29,3,19,1,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,2,4,4
PLST,NY,50,0,0,0,3,16,0500000US36029,36029,1,2,36,1779796,29,H1,974113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15380,1,160,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700660508,476879106,Erie,Erie County,A,,954236,438747,42.752759,-78.7781922,6,,,954236,902420,693563,134795,5594,46384,280,21804,51816,48549,10707,7226,5474,166,20476,1310,369,48,2023,97,10,145,142,265,91,2894,1244,227,22,627,102,3,281,108,106,9,15,1,78,15,18,14,3,10,3,8,334,73,0,193,14,8,10,3,14,0,13,5,0,1,0,0,39,27,12,0,0,0,0,0,0,954236,59658,894578,862320,678236,129874,4667,46090,199,3254,32258,30424,9562,6722,5343,163,6087,1169,336,48,557,91,7,13,133,184,9,1701,1000,205,22,164,91,2,22,99,29,0,14,0,16,9,6,5,1,7,1,8,118,60,0,19,13,1,4,1,4,0,10,5,0,1,0,0,15,15,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,17,0500000US36031,36031,1,2,36,1779796,31,H1,974114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4646753187,316350557,Essex,Essex County,A,,37381,25123,44.1096005,-73.7784307,6,,,37381,35403,34102,676,78,229,12,306,1978,1877,169,830,117,13,704,0,7,2,11,0,0,13,3,6,2,84,29,0,2,9,7,8,5,1,9,1,11,0,2,0,0,0,0,0,0,0,11,0,0,6,3,0,0,0,1,0,0,0,0,0,0,1,6,2,2,0,1,0,1,0,0,37381,978,36403,34767,33714,610,74,229,7,133,1636,1577,154,828,115,12,455,0,0,2,4,0,0,0,3,4,0,58,23,0,2,0,7,8,0,1,3,1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
PLST,NY,50,0,0,0,3,18,0500000US36033,36033,1,2,36,1779796,33,H1,974115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31660,2,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219857155,176622254,Franklin,Franklin County,A,,47555,25318,44.5943758,-74.31067,6,,,47555,45699,39036,1848,4141,191,0,483,1856,1760,157,871,105,4,569,17,3,9,7,6,0,1,3,8,0,74,17,4,0,6,7,0,15,0,5,0,8,1,0,1,0,0,0,6,3,1,19,0,0,4,3,0,0,0,3,0,1,3,0,0,0,5,3,3,0,0,0,0,0,0,0,47555,1387,46168,44629,38559,1686,4102,191,0,91,1539,1490,140,859,101,4,344,13,3,8,1,6,0,0,3,8,0,32,12,4,0,6,5,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,0,0,3,0,0,0,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,19,0500000US36035,36035,1,2,36,1779796,35,H1,974116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24100,2,104,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1283234687,96916403,Fulton,Fulton County,A,,53324,28087,43.1156093,-74.4236782,6,,,53324,50005,47775,1068,121,349,4,688,3319,3173,440,991,169,9,1440,13,13,0,54,17,0,0,5,11,11,119,65,8,0,18,1,0,10,0,9,2,0,0,4,0,0,2,0,0,0,0,25,2,0,8,0,10,0,3,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,53324,2134,51190,48613,47051,966,89,343,0,164,2577,2482,391,964,152,9,898,13,12,0,9,15,0,0,4,10,5,84,53,8,0,13,1,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,9,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,20,0500000US36037,36037,1,2,36,1779796,37,H1,974117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12860,2,464,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276705561,6137411,Genesee,Genesee County,A,,58388,26013,43.0009096,-78.1927784,6,,,58388,55255,51541,1441,419,416,17,1421,3133,2995,734,809,187,11,1149,25,12,2,40,12,0,8,6,0,0,112,62,3,0,7,16,0,16,0,0,0,3,0,0,0,0,3,2,0,0,0,18,4,1,7,1,3,0,0,0,0,0,1,1,0,0,0,8,0,6,0,0,0,2,0,0,58388,2752,55636,53280,50960,1358,361,412,16,173,2356,2265,649,782,183,7,585,24,9,0,10,12,0,3,1,0,0,74,57,2,0,0,8,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,11,4,1,0,1,3,0,0,0,0,0,1,1,0,0,0,6,0,4,0,0,0,2,0,0
PLST,NY,50,0,0,0,3,21,0500000US36039,36039,1,2,36,1779796,39,H1,974118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676140499,28201061,Greene,Greene County,A,,47931,28926,42.2798211,-74.1420253,6,,,47931,44482,40490,2370,161,506,7,948,3449,3206,569,773,211,5,1505,20,3,10,69,0,0,25,3,6,7,215,64,15,0,43,6,7,36,12,13,0,0,0,9,8,1,0,1,0,0,0,19,0,1,3,4,8,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,6,47931,3109,44822,42494,39494,2159,100,500,3,238,2328,2189,516,748,204,5,660,19,0,10,23,0,0,1,1,2,0,135,51,11,0,21,6,7,12,12,0,0,0,0,6,8,1,0,0,0,0,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,22,0500000US36041,36041,1,2,36,1779796,41,H1,974119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4447989312,234204424,Hamilton,Hamilton County,A,,5107,7826,43.6578786,-74.5024556,6,,,5107,4865,4785,31,14,12,1,22,242,208,20,89,8,0,83,0,2,0,0,0,0,0,2,4,0,23,2,4,0,1,1,0,1,0,1,0,1,0,0,0,9,0,0,0,0,3,11,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5107,100,5007,4831,4769,30,14,12,1,5,176,161,14,77,6,0,58,0,2,0,0,0,0,0,2,2,0,8,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLST,NY,50,0,0,0,3,23,0500000US36043,36043,1,2,36,1779796,43,H1,974120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46540,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3655871582,120356396,Herkimer,Herkimer County,A,,60139,32335,43.571009,-74.8410968,6,,,60139,56900,55246,759,108,370,35,382,3239,3093,537,925,171,12,1379,8,0,0,38,4,0,8,5,4,2,109,37,4,0,16,2,0,22,6,2,2,0,5,0,4,6,0,1,0,0,2,27,4,2,11,0,3,0,2,1,0,0,1,0,0,0,3,8,7,1,0,0,0,0,2,2,60139,1530,58609,55955,54653,682,76,359,32,153,2654,2579,485,894,168,12,980,0,0,0,23,0,0,8,5,4,0,53,26,4,0,3,2,0,6,2,0,0,0,0,0,4,4,0,1,0,0,1,14,4,2,0,0,2,0,2,1,0,0,0,0,0,0,3,7,7,0,0,0,0,0,1,1
PLST,NY,50,0,0,0,3,24,0500000US36045,36045,1,2,36,1779796,45,H1,974121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48060,1,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3285929042,1524605118,Jefferson,Jefferson County,A,,116721,61604,43.996389,-76.0529678,6,,,116721,108443,96244,6707,594,2248,309,2341,8278,7794,1562,2004,629,55,2989,80,53,9,273,7,4,27,49,38,15,433,156,51,1,83,20,1,38,25,18,1,11,8,11,5,1,0,0,2,0,1,40,7,0,21,0,0,1,8,0,0,0,0,0,0,2,1,9,6,0,3,0,0,0,2,2,116721,7990,108731,102473,92755,6271,461,2185,300,501,6258,5967,1415,1921,576,52,1645,69,49,9,162,3,4,4,40,18,0,271,126,38,1,26,14,1,9,23,8,0,5,8,6,5,0,0,0,0,0,1,16,5,0,2,0,0,1,6,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,1,1
PLST,NY,50,0,0,0,3,25,0500000US36047,36047,1,2,36,1779796,47,H6,974122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35620,1,408,35614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179684485,71158757,Kings,Kings County,C,,2736074,1077654,40.6350451,-73.9506398,6,,,2736074,2498775,1028774,772050,20598,373680,1487,302186,237299,220987,20893,4599,32333,506,83317,5785,4190,557,58176,770,59,4852,973,3005,972,13625,2830,1084,47,4335,269,20,1994,404,943,67,204,30,642,59,492,59,12,66,21,47,2410,279,29,1637,21,239,9,6,73,8,23,8,55,0,23,0,235,87,127,9,0,1,11,42,42,2736074,516426,2219648,2106478,968427,729696,3964,370776,718,32897,113170,107337,17416,3010,31572,460,12490,4629,3849,506,29418,663,53,278,906,1911,176,5178,1582,890,40,849,204,14,47,384,346,14,142,17,174,54,331,14,12,36,4,24,554,188,13,148,16,103,1,3,12,0,10,0,42,0,18,0,89,56,28,0,0,1,4,12,12
PLST,NY,50,0,0,0,3,26,0500000US36049,36049,1,2,36,1779796,49,H1,974123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999,9,999,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301307189,39612949,Lewis,Lewis County,A,,26582,15464,43.7826811,-75.4441402,6,,,26582,25558,25121,109,57,76,11,184,1024,980,109,334,57,19,450,0,0,0,5,0,0,0,0,1,5,29,0,1,0,4,5,0,2,2,5,4,2,0,3,0,0,0,1,0,0,0,9,0,0,0,0,3,0,0,0,0,4,0,1,0,0,1,5,0,0,0,0,0,5,1,1,26582,460,26122,25213,24942,103,40,65,11,52,909,893,104,329,54,19,379,0,0,0,5,0,0,0,0,1,2,9,0,1,0,0,2,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,1,1
PLST,NY,50,0,0,0,3,27,0500000US36051,36051,1,2,36,1779796,51,H1,974124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40380,1,464,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636254771,22005356,Livingston,Livingston County,A,,61834,27113,42.7290418,-77.778463,6,,,61834,58436,55442,1191,145,657,6,995,3398,3243,404,981,263,27,1457,13,17,1,44,8,0,7,2,8,11,113,29,6,1,17,18,1,15,2,7,10,2,0,0,0,3,0,0,1,0,1,33,6,4,15,5,2,0,0,0,0,0,0,1,0,0,0,8,0,2,6,0,0,0,1,1,61834,2721,59113,56669,54611,1071,125,653,6,203,2444,2368,366,953,263,27,703,9,17,1,16,7,0,4,2,0,0,62,15,4,0,11,18,1,5,2,0,3,1,0,0,0,0,0,0,1,0,1,13,3,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
